year,player,player_id,position,player_game_count,team_name,targets,receptions,yards,routes,yprr
2019,Darren Waller,9637,TE,16,OAK,115,90,1146,474,2.42
2019,Boston Scott,39462,HB,7,PHI,26,24,204,87,2.34
2019,Davante Adams,8688,WR,12,GB,124,83,997,427,2.33
2019,Mike Evans,8642,WR,13,TB,114,67,1157,502,2.3
2019,DeAndre Washington,10777,HB,16,OAK,39,36,292,127,2.3
2019,Amari Cooper,9437,WR,16,DAL,116,79,1189,520,2.29
2019,Laquon Treadwell,10657,WR,13,MIN,16,9,184,81,2.27
2019,Byron Pringle,42345,WR,12,KC,16,12,170,76,2.24
2019,Chris Godwin,11839,WR,14,TB,114,86,1333,596,2.24
2019,Trevon Wesco,42018,TE,11,NYJ,3,2,47,21,2.24
2019,Travis Kelce,7844,TE,16,KC,130,97,1229,551,2.23
2019,Rico Gafford,29622,WR,4,OAK,2,2,66,30,2.2
2019,Brandon Bolden,7469,HB,8,NE,11,9,111,51,2.18
2019,Michael Gallup,26075,WR,14,DAL,112,66,1107,512,2.16
2019,Brandon Zylstra,66438,WR,6,CAR,12,8,106,49,2.16
2019,Ventell Bryant,47959,WR,4,DAL,1,1,15,7,2.14
2019,Hunter Renfrow,47509,WR,13,OAK,67,49,605,290,2.09
2019,Cooper Kupp,11824,WR,16,LA,132,94,1161,557,2.08
2019,Courtland Sutton,48164,WR,16,DEN,115,72,1112,535,2.08
2019,Jared Cook,5012,TE,14,NO,62,43,705,340,2.07
2019,Taysom Hill,12112,QB,16,NO,22,19,234,114,2.05
2019,Terry McLaurin,48229,WR,14,WAS,91,58,919,449,2.05
2019,Jarvis Landry,8698,WR,16,CLV,130,83,1174,576,2.04
2019,Kyle Juszczyk,7912,FB,12,SF,23,20,239,117,2.04
2019,Deebo Samuel,48274,WR,15,SF,77,57,802,393,2.04
2019,D.J. Moore,48267,WR,15,CAR,130,87,1175,580,2.03
2019,Kenny Golladay,11851,WR,16,DET,113,65,1190,585,2.03
2019,Will Fuller V,10655,WR,11,HST,70,49,670,330,2.03
2019,Derrius Guice,45664,HB,5,WAS,9,7,79,39,2.03
2019,Keenan Allen,7857,WR,16,LAC,147,104,1199,596,2.01
2019,DeAndre Hopkins,7808,WR,15,HST,146,104,1165,584,1.99
2019,John Brown,8726,WR,15,BUF,114,72,1060,539,1.97
2019,Andy Isabella,47448,WR,13,ARZ,13,9,189,96,1.97
2019,John Ross,11764,WR,8,CIN,55,28,506,260,1.95
2019,Tommy Sweeney,47216,TE,6,BUF,10,8,114,59,1.93
2019,Dalvin Cook,11796,HB,14,MIN,62,53,519,269,1.93
2019,Malik Turner,48078,WR,15,SEA,21,15,245,127,1.93
2019,Mike Williams,11762,WR,15,LAC,85,49,1001,525,1.91
2019,James White,8765,HB,15,NE,90,72,645,337,1.91
2019,Dan Arnold,51842,TE,5,ARZ,13,8,127,67,1.9
2019,DeVante Parker,9447,WR,16,MIA,119,72,1202,635,1.89
2019,Michael Walker,48213,WR,3,JAX,3,2,15,8,1.88
2019,Robert Woods,7822,WR,15,LA,129,90,1134,602,1.88
2019,Tyler Lockett,9502,WR,16,SEA,108,82,1057,566,1.87
2019,Adam Thielen,8288,WR,10,MIN,47,30,418,225,1.86
2019,Mecole Hardman,42683,WR,16,KC,36,26,538,293,1.84
2019,Julian Edelman,5156,WR,16,NE,147,100,1117,610,1.83
2019,Jonnu Smith,11855,TE,16,TEN,44,35,439,240,1.83
2019,John Ursua,26586,WR,1,SEA,1,1,11,6,1.83
2019,Ronald Jones,34001,HB,16,TB,38,31,309,170,1.82
2019,Rex Burkhead,7971,HB,13,NE,35,27,279,153,1.82
2019,T.Y. Hilton,7092,WR,10,IND,67,45,501,276,1.82
2019,Blake Jarwin,12320,TE,16,DAL,43,31,365,201,1.82
2019,Allen Robinson II,8696,WR,16,CHI,153,98,1147,630,1.82
2019,Odell Beckham Jr.,8647,WR,16,CLV,130,74,1035,572,1.81
2019,Marquise Brown,61568,WR,14,BLT,65,46,584,322,1.81
2019,Kerrith Whyte Jr.,26392,HB,4,PIT,1,1,9,5,1.8
2019,Braxton Berrios,47961,WR,11,NYJ,10,6,115,64,1.8
2019,Taiwan Jones,6277,HB,1,HST,1,1,9,5,1.8
2019,Eric Ebron,8645,TE,11,IND,50,31,375,211,1.78
2019,Randall Cobb,6216,WR,15,DAL,79,55,828,469,1.77
2019,Justin Hardy,9540,WR,15,ATL,26,19,195,111,1.76
2019,Christian McCaffrey,11763,HB,16,CAR,135,116,1005,570,1.76
2019,Emmanuel Sanders,5606,WR,17,SF,96,66,869,495,1.76
2019,James Washington,47792,WR,15,PIT,77,44,735,417,1.76
2019,Jonathan Williams,10790,HB,5,IND,5,5,59,34,1.74
2019,C.J. Board,12088,WR,3,JAX,3,2,31,18,1.72
2019,Chris Thompson,7936,HB,11,WAS,54,42,378,221,1.71
2019,Alshon Jeffery,7048,WR,10,PHI,69,43,490,286,1.71
2019,D.K. Metcalf,47864,WR,16,SEA,97,58,900,534,1.69
2019,Calvin Ridley,48262,WR,13,ATL,91,63,866,511,1.69
2019,D.J. Chark Jr.,47702,WR,15,JAX,114,73,1008,595,1.69
2019,Hayden Hurst,47294,TE,16,BLT,38,30,349,207,1.69
2019,Zach Ertz,7816,TE,15,PHI,128,88,916,543,1.69
2019,Hale Hentges,47150,TE,10,WAS,14,8,103,61,1.69
2019,Richie James Jr.,28991,WR,15,SF,10,6,165,98,1.68
2019,Reggie Bonnafon,47542,HB,7,CAR,9,6,57,34,1.68
2019,Hunter Henry,10669,TE,12,LAC,74,55,652,390,1.67
2019,Isaiah Ford,11991,WR,8,MIA,35,23,244,148,1.65
2019,Gerald Everett,11799,TE,12,LA,54,37,408,248,1.65
2019,Tyler Boyd,10689,WR,16,CIN,142,90,1046,634,1.65
2019,Austin Hooper,10715,TE,13,ATL,93,75,787,478,1.65
2019,James Conner,11860,HB,10,PIT,38,34,251,153,1.64
2019,Cole Beasley,7330,WR,15,BUF,99,67,778,473,1.64
2019,Dallas Goedert,47272,TE,15,PHI,78,58,607,369,1.64
2019,Devin Smith,9470,WR,3,DAL,8,5,113,69,1.64
2019,Pharoh Cooper,10751,WR,13,ARZ,33,25,243,149,1.63
2019,Isaac Nauta,47119,TE,4,DET,3,2,13,8,1.63
2019,Allen Lazard,48135,WR,15,GB,51,35,477,294,1.62
2019,Ryquell Armstead,45810,HB,13,JAX,21,14,144,89,1.62
2019,Miles Sanders,40555,HB,16,PHI,62,50,509,317,1.61
2019,Darrel Williams,13014,HB,11,KC,18,15,167,104,1.61
2019,Diontae Johnson,33441,WR,16,PIT,86,59,680,422,1.61
2019,Ricky Ortiz,47053,FB,1,NO,1,1,8,5,1.6
2019,Preston Williams,38855,WR,8,MIA,59,32,428,267,1.6
2019,Golden Tate,5585,WR,11,NYG,81,49,676,423,1.6
2019,David Johnson,9519,HB,13,ARZ,43,36,370,232,1.59
2019,Evan Engram,11778,TE,8,NYG,65,44,467,294,1.59
2019,Anthony Firkser,51837,TE,15,TEN,21,14,204,129,1.58
2019,Jamison Crowder,9538,WR,16,NYJ,118,78,834,529,1.58
2019,Jalen Richard,11395,HB,16,OAK,42,36,323,204,1.58
2019,Tyrell Williams,10154,WR,14,OAK,64,42,651,412,1.58
2019,David Moore,11981,WR,14,SEA,34,17,301,191,1.58
2019,Darius Slayton,25578,WR,14,NYG,80,48,740,471,1.57
2019,Aaron Jones,11937,HB,16,GB,67,50,480,309,1.55
2019,C.J. Ham,11347,FB,16,MIN,24,17,149,96,1.55
2019,Alvin Kamara,11822,HB,14,NO,95,81,533,345,1.54
2019,Marvin Jones Jr.,7158,WR,13,DET,90,62,779,509,1.53
2019,Devin Funchess,9474,WR,1,IND,5,3,32,21,1.52
2019,Noah Fant,42388,TE,16,DEN,59,40,562,369,1.52
2019,Danny Amendola,4717,WR,15,DET,94,62,678,450,1.51
2019,J.D. McKissic,11047,HB,16,DET,39,34,233,154,1.51
2019,Delanie Walker,3120,TE,7,TEN,30,21,215,142,1.51
2019,Paul Perkins,10783,HB,1,DET,1,1,9,6,1.5
2019,Kareem Hunt,11841,HB,8,CLV,43,37,285,190,1.5
2019,Jeff Smith,48055,WR,1,NYJ,2,1,12,8,1.5
2019,Demaryius Thomas,5547,WR,11,NYJ,55,36,433,288,1.5
2019,Kenny Stills,7926,WR,13,HST,53,40,561,373,1.5
2019,Mark Ingram II,6180,HB,15,BLT,28,26,247,165,1.5
2019,JuJu Smith-Schuster,11817,WR,12,PIT,68,42,552,371,1.49
2019,Jaylen Samuels,47297,HB,14,PIT,56,47,305,206,1.48
2019,Sterling Shepard,10674,WR,10,NYG,83,57,576,390,1.48
2019,Corey Davis,11760,WR,15,TEN,68,43,601,406,1.48
2019,Anthony Sherman,6288,FB,10,KC,3,2,22,15,1.47
2019,Scotty Miller,47481,WR,9,TB,23,13,200,137,1.46
2019,Steven Sims,48341,WR,15,WAS,52,34,310,213,1.46
2019,Sammy Watkins,8639,WR,14,KC,88,52,673,462,1.46
2019,Nick Boyle,9604,TE,16,BLT,42,31,321,221,1.45
2019,Danny Vitale,10831,FB,15,GB,12,7,97,67,1.45
2019,Zach Pascal,12303,WR,16,IND,69,41,607,418,1.45
2019,Devine Ozigbo,45903,HB,3,JAX,5,3,23,16,1.44
2019,Breshad Perriman,9459,WR,14,TB,65,36,645,449,1.44
2019,Nyheim Hines,48103,HB,16,IND,57,44,320,223,1.43
2019,Dontrelle Inman,6597,WR,7,IND,21,12,181,127,1.43
2019,Tajae Sharpe,10774,WR,15,TEN,35,25,329,231,1.42
2019,Melvin Gordon III,9448,HB,12,LAC,52,42,296,208,1.42
2019,Marquise Goodwin,7859,WR,8,SF,21,12,186,131,1.42
2019,Josh Gordon,7618,WR,11,SEA,43,27,426,299,1.42
2019,Christian Kirk,47546,WR,13,ARZ,99,68,709,503,1.41
2019,Auden Tate,48192,WR,12,CIN,78,40,575,409,1.41
2019,Marcell Ateman,23670,WR,10,OAK,9,5,116,82,1.41
2019,Dwayne Harris,6328,WR,2,OAK,1,1,7,5,1.4
2019,Adam Humphries,10075,WR,12,TEN,47,37,374,267,1.4
2019,Keelan Cole,51593,WR,16,JAX,36,24,361,258,1.4
2019,Larry Fitzgerald,1724,WR,16,ARZ,104,75,804,574,1.4
2019,Anthony Miller,48160,WR,16,CHI,81,52,656,467,1.4
2019,Keelan Doss,48143,WR,8,OAK,15,11,133,96,1.39
2019,Alexander Hollins,63664,WR,5,MIN,4,2,46,33,1.39
2019,Robert Tonyan,12193,TE,11,GB,15,10,100,72,1.39
2019,Alex Erickson,11107,WR,16,CIN,76,43,529,384,1.38
2019,Robby Anderson,11254,WR,16,NYJ,92,52,778,569,1.37
2019,Ricky Seals-Jones,12020,TE,14,CLV,22,14,229,167,1.37
2019,Marquez Valdes-Scantling,47809,WR,16,GB,54,26,452,331,1.37
2019,Foster Moreau,47043,TE,13,OAK,23,21,174,129,1.35
2019,James O'Shaughnessy,9606,TE,5,JAX,20,14,153,113,1.35
2019,Duke Williams,11366,WR,4,BUF,19,12,166,123,1.35
2019,Derek Carrier,7406,TE,15,OAK,19,13,108,81,1.33
2019,Chris Conley,9509,WR,16,JAX,88,47,775,584,1.33
2019,Rashaad Penny,27414,HB,10,SEA,10,8,83,63,1.32
2019,Vyncint Smith,66957,WR,13,NYJ,29,17,225,170,1.32
2019,Greg Olsen,3647,TE,14,CAR,81,52,597,453,1.32
2019,Tony Pollard,27126,HB,15,DAL,20,15,107,81,1.32
2019,Jakobi Meyers,47468,WR,15,NE,40,26,359,271,1.32
2019,Rhett Ellison,7128,TE,10,NYG,25,18,167,127,1.31
2019,DeAndre Carter,9859,WR,8,HST,13,11,162,124,1.31
2019,Kendrick Bourne,12270,WR,16,SF,44,30,358,273,1.31
2019,Brandin Cooks,8655,WR,14,LA,67,42,583,452,1.29
2019,Patrick Laird,28219,HB,8,MIA,28,23,204,158,1.29
2019,Greg Ward,12258,WR,6,PHI,40,28,254,197,1.29
2019,T.J. Hockenson,40912,TE,12,DET,56,32,367,287,1.28
2019,Dare Ogunbowale,12329,HB,16,TB,45,35,286,223,1.28
2019,Charles Clay,6326,TE,15,ARZ,24,18,237,187,1.27
2019,Zach Zenner,9761,HB,2,MIA,3,2,19,15,1.27
2019,Kelvin Harmon,47931,WR,16,WAS,43,30,365,290,1.26
2019,Tarik Cohen,11874,HB,16,CHI,102,79,456,361,1.26
2019,Jamaal Williams,11889,HB,14,GB,43,39,253,202,1.25
2019,Charles Jones II,47186,TE,3,JAX,1,1,5,4,1.25
2019,LeSean McCoy,4976,HB,13,KC,32,28,181,145,1.25
2019,T.J. Yeldon,9469,HB,5,BUF,15,13,124,100,1.24
2019,Jaeden Graham,31849,TE,12,ATL,10,9,149,120,1.24
2019,Damion Ratley,48182,WR,10,CLV,22,12,200,162,1.23
2019,Trey Edmunds,38329,HB,7,PIT,6,6,48,39,1.23
2019,Ryan Izzo,47327,TE,6,NE,8,6,114,93,1.23
2019,Josh Reynolds,11872,WR,16,LA,39,21,326,264,1.23
2019,O.J. Howard,11774,TE,14,TB,52,34,459,377,1.22
2019,Tyler Eifert,7802,TE,16,CIN,62,43,436,356,1.22
2019,Kerryon Johnson,34455,HB,8,DET,15,10,127,104,1.22
2019,Matt Breida,12271,HB,12,SF,22,19,120,98,1.22
2019,Devonta Freeman,8738,HB,14,ATL,64,59,410,337,1.22
2019,Jack Doyle,8520,TE,16,IND,69,43,448,366,1.22
2019,Taylor Gabriel,9002,WR,9,CHI,48,29,353,292,1.21
2019,Raheem Mostert,9783,HB,15,SF,21,14,180,149,1.21
2019,Dede Westbrook,11865,WR,15,JAX,97,66,660,550,1.2
2019,Jaleel Scott,48097,WR,1,BLT,3,1,6,5,1.2
2019,Cody Latimer,8691,WR,15,NYG,39,24,300,251,1.2
2019,Jake Kumerow,9883,WR,13,GB,20,12,219,182,1.2
2019,Jason Witten,1384,TE,16,DAL,82,63,529,446,1.19
2019,Latavius Murray,7962,HB,16,NO,42,34,235,198,1.19
2019,Joe Mixon,11803,HB,16,CIN,42,35,287,241,1.19
2019,Tavon Austin,7789,WR,14,DAL,23,13,177,150,1.18
2019,Joshua Perkins,11051,TE,4,PHI,12,9,87,74,1.18
2019,Tim Patrick,12087,WR,8,DEN,30,16,218,185,1.18
2019,Russell Gage,44771,WR,16,ATL,69,49,446,378,1.18
2019,Jacob Hollister,12051,TE,11,SEA,58,41,349,296,1.18
2019,Ty Montgomery,9527,WR,15,NYJ,17,13,90,76,1.18
2019,Duke Johnson Jr.,9510,HB,16,HST,62,44,410,346,1.18
2019,T.J. Logan,11935,HB,8,TB,3,2,13,11,1.18
2019,Cedrick Wilson,48170,WR,3,DAL,8,5,46,39,1.18
2019,Le'Veon Bell,7829,HB,15,NYJ,74,66,461,391,1.18
2019,Travis Homer,45859,HB,3,SEA,12,11,56,48,1.17
2019,Marcus Johnson,11074,WR,8,IND,32,17,277,236,1.17
2019,Maxx Williams,9488,TE,16,ARZ,18,15,202,174,1.16
2019,Dawson Knox,35883,TE,15,BUF,51,28,388,335,1.16
2019,Saquon Barkley,45791,HB,13,NYG,69,52,438,377,1.16
2019,T.J. Jones,8824,WR,3,NYG,4,3,38,33,1.15
2019,Damiere Byrd,9964,WR,11,ARZ,45,32,359,314,1.14
2019,Clive Walford,9501,TE,7,MIA,8,4,57,50,1.14
2019,Albert Wilson,8943,WR,13,MIA,61,43,351,310,1.13
2019,Josh Jacobs,45953,HB,13,OAK,26,20,166,147,1.13
2019,Ryan Griffin,7982,TE,13,NYJ,39,34,320,285,1.12
2019,Jesper Horsted,91465,TE,6,CHI,10,8,96,86,1.12
2019,Adrian Peterson,3623,HB,15,WAS,22,17,142,127,1.12
2019,Kaden Smith,40973,TE,8,NYG,41,31,268,240,1.12
2019,Alexander Mattison,45817,HB,12,MIN,11,10,82,73,1.12
2019,Dontrell Hilliard,45691,HB,13,CLV,14,12,92,82,1.12
2019,Jimmy Graham,5619,TE,16,GB,58,38,447,404,1.11
2019,Jakeem Grant,10820,WR,10,MIA,33,19,164,148,1.11
2019,Jaron Brown,8128,WR,14,SEA,28,16,220,199,1.11
2019,Kenyan Drake,10707,HB,14,ARZ,64,49,336,303,1.11
2019,Keke Coutee,47698,WR,9,HST,35,22,254,230,1.1
2019,Damien Williams,9205,HB,11,KC,36,30,213,193,1.1
2019,Wayne Gallman,11895,HB,10,NYG,14,11,102,93,1.1
2019,Miles Boykin,48209,WR,16,BLT,22,13,198,180,1.1
2019,Phillip Dorsett,9462,WR,14,NE,56,29,397,365,1.09
2019,Darren Fells,8549,TE,15,HST,47,34,341,314,1.09
2019,Allen Hurns,8931,WR,14,MIA,46,32,416,381,1.09
2019,Mike Gesicki,47153,TE,16,MIA,80,51,570,521,1.09
2019,DeAndrew White,9697,WR,7,CAR,8,4,51,47,1.09
2019,Ito Smith,45932,HB,5,ATL,14,11,87,80,1.09
2019,Justin Watson,66915,WR,8,TB,25,15,159,146,1.09
2019,Kyle Rudolph,6195,TE,15,MIN,46,39,367,338,1.09
2019,Mo Alie-Cox,12078,TE,15,IND,11,8,93,86,1.08
2019,Andrew Beck,47121,TE,15,DEN,10,9,90,83,1.08
2019,Leonard Fournette,11759,HB,15,JAX,95,76,522,483,1.08
2019,Isaiah McKenzie,11927,WR,15,BUF,38,27,254,237,1.07
2019,Jordan Akins,47050,TE,16,HST,53,36,418,390,1.07
2019,Parris Campbell,47940,WR,7,IND,23,18,127,119,1.07
2019,Cameron Brate,9207,TE,16,TB,52,36,311,291,1.07
2019,Willie Snead IV,8999,WR,16,BLT,45,31,339,316,1.07
2019,Tra Carson,11104,HB,2,DET,4,4,18,17,1.06
2019,Tevin Coleman,9506,HB,14,SF,28,21,180,170,1.06
2019,J.J. Nelson,9592,WR,2,OAK,5,4,36,34,1.06
2019,Derrick Henry,10679,HB,15,TEN,23,18,206,194,1.06
2019,Adam Shaheen,11800,TE,8,CHI,12,9,74,70,1.06
2019,Logan Thomas,8755,TE,16,DET,27,16,173,163,1.06
2019,Mohamed Sanu,7084,WR,15,NE,85,59,520,496,1.05
2019,Peyton Barber,10927,HB,16,TB,20,16,115,110,1.05
2019,Luke Willson,7940,TE,8,SEA,9,8,79,76,1.04
2019,Chase Edmonds,45851,HB,10,ARZ,19,12,105,101,1.04
2019,Ameer Abdullah,9487,HB,16,MIN,19,15,88,85,1.04
2019,Marcedes Lewis,2973,TE,16,GB,18,15,156,150,1.04
2019,J.P. Holtz,11062,TE,13,CHI,8,7,91,88,1.03
2019,Olabisi Johnson,47882,WR,15,MIN,41,31,294,285,1.03
2019,Irv Smith Jr.,42060,TE,16,MIN,46,36,311,305,1.02
2019,David Quessenberry,7957,T,1,TEN,1,1,1,1,1
2019,Vita Vea,48956,DI,1,TB,1,1,1,1,1
2019,Troymaine Pope,11473,HB,2,LAC,3,2,14,14,1
2019,Trevor Davis,10797,WR,8,MIA,10,8,111,111,1
2019,Dion Dawkins,11818,T,1,BUF,1,1,1,1,1
2019,Alec Ingold,34934,FB,14,OAK,6,6,44,44,1
2019,Jason Sanders,29578,K,1,MIA,1,1,1,1,1
2019,C.J. Prosise,10724,HB,8,SEA,11,10,76,76,1
2019,Vernon Davis,2951,TE,4,WAS,17,10,123,124,0.99
2019,Josh Hill,8200,TE,16,NO,33,25,226,230,0.98
2019,Darrell Henderson,41193,HB,7,LA,5,4,37,38,0.97
2019,Curtis Samuel,11795,WR,16,CAR,103,54,627,647,0.97
2019,Riley Ridley,47933,WR,5,CHI,8,6,69,72,0.96
2019,Ted Ginn Jr.,3625,WR,16,NO,53,30,421,438,0.96
2019,Demarcus Robinson,10760,WR,16,KC,53,32,449,470,0.96
2019,C.J. Uzomah,9590,TE,16,CIN,36,27,242,254,0.95
2019,Nick Chubb,45783,HB,16,CLV,45,36,278,293,0.95
2019,Seth DeValve,10772,TE,11,JAX,17,12,140,148,0.95
2019,Paul Richardson Jr.,8680,WR,10,WAS,41,28,245,260,0.94
2019,Andy Janovich,10810,FB,7,DEN,5,5,42,45,0.93
2019,Phillip Lindsay,12660,HB,16,DEN,46,35,196,211,0.93
2019,Seth Roberts,9079,WR,16,BLT,32,21,271,294,0.92
2019,Royce Freeman,45747,HB,16,DEN,48,43,256,278,0.92
2019,Sony Michel,27589,HB,16,NE,19,12,94,102,0.92
2019,Da'Mari Scott,39588,WR,5,NYG,3,2,22,24,0.92
2019,Lance Kendricks,6199,TE,9,LAC,7,3,50,55,0.91
2019,MyCole Pruitt,9576,TE,15,TEN,7,6,90,100,0.9
2019,Antonio Callaway,48101,WR,4,CLV,15,8,89,99,0.9
2019,Ezekiel Elliott,10638,HB,16,DAL,68,54,419,465,0.9
2019,Nelson Agholor,9453,WR,11,PHI,65,39,363,407,0.89
2019,Giovani Bernard,7818,HB,16,CIN,42,30,234,262,0.89
2019,Jason Moore,91472,WR,8,LAC,5,2,43,49,0.88
2019,Nick Vannett,10728,TE,16,PIT,21,17,166,188,0.88
2019,Chris Carson,12004,HB,15,SEA,44,37,266,307,0.87
2019,Derek Watt,10832,FB,15,LAC,4,3,32,37,0.86
2019,Drew Sample,47259,TE,8,CIN,6,5,30,35,0.86
2019,Stephen Carlson,94365,TE,9,CLV,6,5,51,59,0.86
2019,Ishmael Hyman,28621,WR,2,TB,4,2,34,40,0.85
2019,Michael Crabtree,4933,WR,2,ARZ,5,4,22,26,0.85
2019,Mark Walton,45996,HB,7,MIA,19,15,89,105,0.85
2019,Mike Boone,31615,HB,4,MIN,4,3,17,20,0.85
2019,Bennie Fowler,8914,WR,8,NYG,31,23,193,230,0.84
2019,Frank Gore,2282,HB,16,BUF,15,13,100,121,0.83
2019,N'Keal Harry,48297,WR,7,NE,23,12,105,126,0.83
2019,Jesse James,9593,TE,16,DET,25,16,142,172,0.83
2019,Tyler Conklin,47124,TE,15,MIN,9,8,58,70,0.83
2019,Dion Lewis,6301,HB,16,TEN,30,25,164,198,0.83
2019,Tre'Quan Smith,48228,WR,11,NO,25,18,234,287,0.82
2019,Patrick Ricard,48862,DI,15,BLT,11,8,47,57,0.82
2019,Darwin Thompson,83791,HB,10,KC,10,9,43,53,0.81
2019,Matt LaCosse,9840,TE,11,NE,19,13,131,162,0.81
2019,Eric Saubert,11929,TE,2,CHI,3,2,21,26,0.81
2019,Chester Rogers,10918,WR,11,IND,27,16,179,224,0.8
2019,Nick O'Leary,9627,TE,12,JAX,17,13,109,138,0.79
2019,Jeremy Sprinkle,11909,TE,16,WAS,40,26,241,304,0.79
2019,Jeff Heuerman,9525,TE,14,DEN,20,14,114,145,0.79
2019,KhaDarel Hodge,26104,WR,9,CLV,10,4,76,96,0.79
2019,David Njoku,11784,TE,4,CLV,10,5,41,52,0.79
2019,Gunner Olszewski,95015,WR,4,NE,4,2,34,43,0.79
2019,KeeSean Johnson,39587,WR,10,ARZ,40,21,187,241,0.78
2019,David Montgomery,45719,HB,16,CHI,33,25,185,239,0.77
2019,Patrick DiMarco,6997,FB,10,BUF,7,5,41,54,0.76
2019,DaeSean Hamilton,45416,WR,16,DEN,48,28,297,392,0.76
2019,Justice Hill,45865,HB,16,BLT,14,8,70,92,0.76
2019,Ben Braunecker,11335,TE,7,CHI,11,6,59,78,0.76
2019,Myles Gaskin,45914,HB,7,MIA,10,7,51,67,0.76
2019,Cyril Grayson,12077,WR,2,TB,1,1,3,4,0.75
2019,Pharaoh Brown,12247,TE,8,CLV,3,2,27,36,0.75
2019,Jordan Howard,10784,HB,9,PHI,13,10,69,93,0.74
2019,Benny Snell Jr.,45954,HB,8,PIT,4,3,23,31,0.74
2019,Wendell Smallwood,10787,HB,11,WAS,13,9,64,87,0.74
2019,Diontae Spencer,91248,WR,10,DEN,8,6,31,42,0.74
2019,Mike Thomas,10840,WR,6,LA,5,2,14,19,0.74
2019,Ian Thomas,42130,TE,14,CAR,27,16,136,184,0.74
2019,Darius Jennings,10038,WR,8,TEN,5,2,17,23,0.74
2019,Geremy Davis,9619,WR,5,LAC,3,3,38,52,0.73
2019,Cam Sims,47908,WR,6,WAS,3,2,27,37,0.73
2019,Benjamin Watson,1753,TE,10,NE,23,17,173,238,0.73
2019,Dante Pettis,48113,WR,11,SF,23,11,109,150,0.73
2019,Steven Mitchell Jr.,47508,WR,2,HST,6,2,37,51,0.73
2019,Devin Singletary,40485,HB,12,BUF,39,29,194,271,0.72
2019,Daniel Brown,10144,TE,13,NYJ,9,7,72,102,0.71
2019,Chris Lacy,29726,WR,6,DET,10,3,60,85,0.71
2019,Geoff Swaim,9679,TE,6,JAX,16,13,65,93,0.7
2019,Javorius Allen,9558,HB,5,NYG,2,1,9,13,0.69
2019,Vance McDonald,7836,TE,14,PIT,52,38,273,394,0.69
2019,Tyler Ervin,10753,HB,4,GB,4,2,11,16,0.69
2019,Cody Core,10833,WR,9,NYG,3,3,28,41,0.68
2019,Geronimo Allison,11141,WR,16,GB,54,34,287,419,0.68
2019,Demetrius Harris,8524,TE,15,CLV,27,15,149,224,0.67
2019,Roosevelt Nix,10269,FB,2,PIT,2,2,4,6,0.67
2019,Trey Quinn,38276,WR,12,WAS,44,26,195,295,0.66
2019,Cordarrelle Patterson,7810,WR,13,CHI,15,11,83,126,0.66
2019,Tevin Jones,11163,WR,5,PIT,10,4,61,93,0.66
